NAME,COMMON NAME,FAMILY,NATIVITY,HABIT,LOCATION and QUANTITY,ACCN #
Passiflora caerulea 'Constance Elliott',common passion flower,Passifloraceae,Garden Origin,VE,39 (1)                                                 ,2009-0396
Patrinia gibbosa, ,Caprifoliaceae,Japan,HD,NURS (9)                                                 ,2015-0118
Paulownia coreana,Korean princess tree,Paulowniaceae,Korea,TD,"128 (1), 127D (1)",1979-0614
Paulownia fortunei,princess tree,Paulowniaceae,"SE Chn, Indochina & Taiw",TD,127D (1)                                                 ,1977-0555
Paulownia fortunei,princess tree,Paulowniaceae,"SE Chn, Indochina & Taiw",TD,74 (1)                                                 ,1992-0263
Paulownia kawakamii,princess tree,Paulowniaceae,"SW Chn, Laos, Viet & Taiw",TD,NURS (1)                                                 ,1998-0322
Paulownia tomentosa,princess tree,Paulowniaceae,China,TD,136 (1)                                                 ,2000-0204
Paulownia tomentosa,princess tree,Paulowniaceae,China,TD,"127D (1), 123 (3)",1981-0188
Paulownia tomentosa var. tsinlingensis,princess tree,Paulowniaceae,"C&W China, Laos & Vietnam",TD,136 (1)                                                 ,1983-0442
Paxistima canbyi,cliff green,Celastraceae,E USA,GE,136 (4)                                                 ,1993-0812
Paxistima canbyi,cliff green,Celastraceae,E USA,GE,10 (10)                                                 ,1996-0319
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,43 (36)                                                 ,2012-0279
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,"NURS (23), 23B (7), 43 (17)",2013-0073
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,NURS (36)                                                 ,2012-0179
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,NURS (36)                                                 ,2016-0312
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,4 (50)                                                 ,2011-0282
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,4 (80)                                                 ,2011-0281
Paxistima myrsinites,Oregon boxleaf,Celastraceae,"SW BC to Calif, E to Tex",SE,"43 (10), 20 (15)",2012-0207
Paxistima myrtifolia,Oregon boxwood,Celastraceae,W North America,SE,"NURS (8), 24A (5), 4 (17)",2010-0372
Paxistima myrtifolia,Oregon boxwood,Celastraceae,W North America,SE,"135C (16), 24A (2)",1997-0311
Paxistima myrtifolia,Oregon boxwood,Celastraceae,W North America,SE,"24B (1), 24A (1)",1994-0369
Pelargonium (Fragrans Group) 'Fragrans Variegatum',variegated nutmeg geranium,Geraniaceae,Garden Origin,HE,40 (1)                                                 ,2010-0176
Pelargonium [Lemon Sculpture] = 'Bontrosai',lemon sculpture geranium,Geraniaceae,Garden Origin,HE,40 (1)                                                 ,2010-0169
Pelargonium 'Attar of Roses',attar of roses geranium,Geraniaceae,Garden Origin,HE,40 (1)                                                 ,2010-0165
Pelargonium 'Charity',scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0201
Pelargonium 'Chocolate Peppermint',chocolate mint-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0285
Pelargonium 'Cinnamon',cinnamon-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0286
Pelargonium 'Cinnamon',cinnamon-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0202
Pelargonium 'Cinnamon',cinnamon-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0166
Pelargonium 'Citrosa',orange-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0294
Pelargonium 'Clorinda',rose-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0534
Pelargonium crispum 'Prince Rupert',lemon-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0525
Pelargonium denticulatum,pine-scented geranium,Geraniaceae,South Africa,HE,NURS (1)                                                 ,2010-0172
Pelargonium denticulatum,pine-scented geranium,Geraniaceae,South Africa,HE,SEAS (1)                                                 ,2009-0293
Pelargonium 'Fingerbowl Lemon',lemon-scented geranium,Geraniaceae,Garden origin,HE,40 (4)                                                 ,2009-0319
Pelargonium Fragrans Group,nutmeg-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0291
Pelargonium 'Graveolens',rose-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0523
Pelargonium grossularioides 'Coconut',coconut-scented geranium,Geraniaceae,Garden Origin,HE,40 (1)                                                 ,2009-0287
Pelargonium grossularioides 'Coconut',coconut-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0203
Pelargonium 'Joy Lucille',scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1995-0714
Pelargonium 'Lady Plymouth',scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1995-0712
Pelargonium 'Lady Scarborough',strawberry-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0295
Pelargonium 'Lime',scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1995-0713
Pelargonium 'Mabel Grey',lemon-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0521
Pelargonium 'Monsieur Ninon',apricot-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0284
Pelargonium 'Mrs Taylor',geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0535
Pelargonium 'Mrs. Kingsley',scented geranium,Geraniaceae,Garden Origin,HD,NURS (1)                                                 ,2014-0206
Pelargonium 'Nervosum',lime-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0290
Pelargonium 'Nervosum',lime-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0170
Pelargonium odoratissimum,apple-scented geranium,Geraniaceae,South Africa,HE,40 (1)                                                 ,2009-0283
Pelargonium odoratissimum,apple-scented geranium,Geraniaceae,South Africa,HE,NURS (1)                                                 ,2010-0164
Pelargonium 'Old Spice',Sweet-leaved Geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1995-0716
Pelargonium 'Old Spice',Sweet-leaved Geranium,Geraniaceae,Garden Origin,HE,40 (2)                                                 ,2009-0320
Pelargonium 'Orange',orange-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1995-0715
Pelargonium 'Orange',orange-scented geranium,Geraniaceae,Garden Origin,HE,40 (5)                                                 ,2009-0318
Pelargonium 'Orange',orange-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0533
Pelargonium 'Peacock',Scented Geranium,Geraniaceae,Garden Origin,HE,NURS                                                  ,2009-0323
Pelargonium 'Peacock',Scented Geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0171
Pelargonium 'Peppermint Lace',Scented Geranium,Geraniaceae,Garden Origin,HE,40 (1)                                                 ,2009-0322
Pelargonium 'Pine',scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1995-0711
Pelargonium 'Pretty Polly',almond-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0200
Pelargonium 'Pretty Polly',almond-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0282
Pelargonium 'Pretty Polly',almond-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0163
Pelargonium 'Prince of Orange',prince of orange geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0207
Pelargonium 'Prince of Orange',prince of orange geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0173
Pelargonium 'Pungent Peppermint',scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0208
Pelargonium quercifolium 'Fair Ellen',scented geranium,Geraniaceae,Garden Origin,HD,NURS (1)                                                 ,2014-0204
Pelargonium 'Raspberry Ripple',Scented Geranium,Geraniaceae,Garden Origin,HE,NURS                                                  ,2009-0324
Pelargonium 'Rober's Lemon Rose',Rober's lemon-rose geranium,Geraniaceae,Garden Origin,HE,40 (1)                                                 ,2010-0174
Pelargonium 'Shottesham Pet',filbert-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0288
Pelargonium 'Shottesham Pet',filbert-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0167
Pelargonium 'Southern Belle',Scented Geranium,Geraniaceae,Garden Origin,HE,NURS                                                  ,2009-0325
Pelargonium 'Spearmint',spearmint-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0529
Pelargonium 'Staghorn Oak',oak-leaved geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0209
Pelargonium 'Tip Top Duet',angel geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0522
Pelargonium tomentosum,peppermint geranium,Geraniaceae,South Africa (SW Cape),HE,SEAS (1)                                                 ,1993-0524
Pelargonium 'Torrento',ginger-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2009-0289
Pelargonium 'Torrento',ginger-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0168
Pelargonium 'Torrento',ginger-scented geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0537
Pelargonium 'Torrento',ginger-scented geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2014-0205
Pelargonium 'Vancouver Centennial',dwarf stellar geranium,Geraniaceae,Garden Origin,SE,SEAS (1)                                                 ,1998-0354
Pelargonium 'Vancouver Centennial',dwarf stellar geranium,Geraniaceae,Garden Origin,SE,SEAS (3)                                                 ,1992-0102
Pelargonium 'Variegated Oak',Scented Geranium,Geraniaceae,Garden Origin,HE,40 (2)                                                 ,2009-0321
Pelargonium 'Variegated Peppermint',geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,2008-0354
Pelargonium 'White Mesh',var'd ivyleaf geranium,Geraniaceae,Garden Origin,HE,SEAS (1)                                                 ,1993-0536
Pelargonium x scarboroviae,strawberry geranium,Geraniaceae,Garden Origin,HE,NURS (1)                                                 ,2010-0175
Pellaea atropurpurea,purple rock brake,Pteridaceae,Ont & Que; C&E USA; Mex,HE,130A (1)                                                 ,1993-0732
Peltoboykinia tellimoides, ,Saxifragaceae,Japan (C&N Honshu),HD,"121C (8), 121A (4)",2017-0137
Peltoboykinia watanabei, ,Saxifragaceae,Japan,HD,86 (3)                                                 ,2013-0255
Pennisetum alopecuroides,Chinese fountain grass,Poaceae,E Asia & W Australia,HD,"153 (8), 159 (40)",1994-0627
Pennisetum alopecuroides 'Ginger Love',dwarf fountain grass,Poaceae,Garden Origin,HE,NURS (8)                                                 ,2017-0051
Pennisetum alopecuroides 'Hameln',dwf Chinese fountain grass,Poaceae,Garden Origin,HD,121A (15)                                                 ,2016-0094
Pennisetum alopecuroides 'Hameln',dwf Chinese fountain grass,Poaceae,Garden Origin,HD,"50F (1), 35A (10), 55 (3), 50E (3)",2009-0216
Pennisetum alopecuroides 'Hameln',dwf Chinese fountain grass,Poaceae,Garden Origin,HD,"54 (1), 88A (4)",1993-0259
Pennisetum alopecuroides 'Little Honey',dwarf fountain grass,Poaceae,Garden Origin,HE,"NURS (1), 38B (7)",2010-0152
Pennisetum alopecuroides 'Moudry',black-fld fountain grass,Poaceae,Garden Origin,HD,55 (9)                                                 ,2009-0222
Pennisetum alopecuroides 'Moudry',black-fld fountain grass,Poaceae,Garden Origin,HD,"50C (1), 153 (3), 155 (3), 50P (3), 50Q (5), 88 (3), 88A (3), 55 (1)",1994-0628
Pennisetum alopecuroides 'Piglet',dwarf fountain grass,Poaceae,Garden Origin,HE,NURS (16)                                                 ,2017-0052
Pennisetum alopecuroides 'Red Head',fountain grass,Poaceae,Garden Origin,HE,NURS (25)                                                 ,2010-0062
Pennisetum alopecuroides 'Red Head',fountain grass,Poaceae,Garden Origin,HE,96B (8)                                                 ,2017-0336
Pennisetum massaicum 'Red Bunny Tails',dwarf fountain grass,Poaceae,Garden Origin,HD,35B (18)                                                 ,2012-0102
