"","X","TaxonName","ItemAccNoFull","AccNoCons","ItemLocationCode","ItemSpecCount","ProvenanceCode","ItemCoordX","ItemCoordY","Family","Genus","Species","NAME","COMMON.NAME","FAMILY","NATIVITY","HABIT","LOCATION.and.QUANTITY","ACCN..","X.1","genus","family","order","group","binomial","id"
"798",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbutus unedo","strawberry tree","Ericaceae","SW Ireland to Asia Minor","SE","32A (4)                                                 ","1973-0605",NA,NA,NA,NA,NA,NA,NA
"799",866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbutus unedo","strawberry tree","Ericaceae","SW Ireland to Asia Minor","SE","32A (3)                                                 ","1994-0455",NA,NA,NA,NA,NA,NA,NA
"800",954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aristolochia clematitis","birthwort","Aristolochiaceae","Europe, e to Caucasus","VD","80A (1), 127B (1)","1997-0722",NA,NA,NA,NA,NA,NA,NA
"801",963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armeria maritima","sea thrift, sea pink","Plumbaginaceae","Can, USA, Ice & Eurasia","HE","24A (48)                                                 ","2000-0342",NA,NA,NA,NA,NA,NA,NA
"802",964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armeria maritima","sea thrift, sea pink","Plumbaginaceae","Can, USA, Ice & Eurasia","HE","24A (36)                                                 ","2009-0617",NA,NA,NA,NA,NA,NA,NA
"803",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armeria maritima","sea thrift, sea pink","Plumbaginaceae","Can, USA, Ice & Eurasia","HE","135C (1)                                                 ","1996-0108",NA,NA,NA,NA,NA,NA,NA
"804",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asimina triloba","pawpaw","Annonaceae","NY to Fla & Texas","TD","107A (1)                                                 ","2012-0020",NA,NA,NA,NA,NA,NA,NA
"805",1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asimina triloba","pawpaw","Annonaceae","NY to Fla & Texas","TD","27 (2)                                                 ","1978-0364",NA,NA,NA,NA,NA,NA,NA
"806",1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Astelia banksii","coastal astelia, wharawhara","Asteliaceae","New Zealand","HE","58C (5)                                                 ","2009-0200",NA,NA,NA,NA,NA,NA,NA
"807",1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Astelia banksii","coastal astelia, wharawhara","Asteliaceae","New Zealand","HE","58 (2)                                                 ","2008-0221",NA,NA,NA,NA,NA,NA,NA
"808",1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Azara serrata","corcolΘn, saw-toothed azara","Salicaceae","Chile","SE","59 (1)                                                 ","1999-0379",NA,NA,NA,NA,NA,NA,NA
"809",1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Billardiera heterophylla","bluebell creeper","Pittosporaceae","W Australia","VE","58C (1)                                                 ","2010-0305",NA,NA,NA,NA,NA,NA,NA
"810",1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Billardiera heterophylla","bluebell creeper","Pittosporaceae","W Australia","VE","NURS (7)                                                 ","2003-0012",NA,NA,NA,NA,NA,NA,NA
"811",1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butia capitata","pindo palm","Arecaceae","South America","TE","NURS (1)                                                 ","2017-0232",NA,NA,NA,NA,NA,NA,NA
"812",1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus","flowering rush","Butomaceae","Eurasia","W","LK04 (20)                                                 ","1989-0072",NA,NA,NA,NA,NA,NA,NA
"813",1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus","flowering rush","Butomaceae","Eurasia","W","SEAS (1)                                                 ","2005-0044",NA,NA,NA,NA,NA,NA,NA
"814",1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus","flowering rush","Butomaceae","Eurasia","W","LK04 (10)                                                 ","1989-0170",NA,NA,NA,NA,NA,NA,NA
"815",1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Butomus umbellatus","flowering rush","Butomaceae","Eurasia","W","LK05 (1)                                                 ","1988-0160",NA,NA,NA,NA,NA,NA,NA
"816",1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calycanthus occidentalis","western sweet shrub","Calycanthaceae","California","SD","22A (3)                                                 ","1973-0450",NA,NA,NA,NA,NA,NA,NA
"817",1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campanula patula","bell flower","Campanulaceae","Europe & W Siberia","B","50Q (17)                                                 ","1996-0591",NA,NA,NA,NA,NA,NA,NA
"818",1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canna indica","Indian shot, queensland","Cannaceae","neotrop, widely nat","HE","SEAS (1)                                                 ","2001-0347",NA,NA,NA,NA,NA,NA,NA
"819",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carica papaya","papaya","Caricaceae","tropical America","TE","SEAS (1)                                                 ","2001-0340",NA,NA,NA,NA,NA,NA,NA
"820",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carpobrotus edulis","Hottentot fig","Aizoaceae","S Afr, widely nat","HE","SEAS (1)                                                 ","2001-0341",NA,NA,NA,NA,NA,NA,NA
"821",2047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Celtis sinensis","Japanese hackberry","Cannabaceae","China, Japan & Korea","TD","136 (1)                                                 ","1981-0144",NA,NA,NA,NA,NA,NA,NA
"822",2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chloranthus serratus","ji ji","Chloranthaceae","China & Japan","HD","86 (5)                                                 ","2013-0237",NA,NA,NA,NA,NA,NA,NA
"823",2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corokia cotoneaster","wire-netting bush, korokio","Argophyllaceae","New Zealand","SE","NURS (5)                                                 ","2013-0309",NA,NA,NA,NA,NA,NA,NA
"824",2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corymbia citriodora","lemon-scented gum","Myrtaceae","E Australia","TE","NURS (1)                                                 ","2010-0160",NA,NA,NA,NA,NA,NA,NA
"825",2604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corymbia citriodora","lemon-scented gum","Myrtaceae","E Australia","TE","NURS (3)                                                 ","2017-0178",NA,NA,NA,NA,NA,NA,NA
"826",2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corymbia citriodora","lemon-scented gum","Myrtaceae","E Australia","TE","SEAS (2)                                                 ","1995-0573",NA,NA,NA,NA,NA,NA,NA
"827",2663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crambe maritima","sea kale","Brassicaceae","Europe","HD","69B (9), 61 (2)","2003-0108",NA,NA,NA,NA,NA,NA,NA
"828",2798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyathea australis","tree fern","Cyatheaceae","Eastern Australia","TE","NURS (15)                                                 ","2017-0326",NA,NA,NA,NA,NA,NA,NA
"829",2799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyathea australis","tree fern","Cyatheaceae","Eastern Australia","TE","SEAS (1)                                                 ","2007-0005",NA,NA,NA,NA,NA,NA,NA
"830",2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cycas revoluta","Japanese sago palm","Cycadaceae","Japan","SE","SEAS (1)                                                 ","1979-0573",NA,NA,NA,NA,NA,NA,NA
"831",2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cycas revoluta","Japanese sago palm","Cycadaceae","Japan","SE","SEAS (1)                                                 ","2003-0165",NA,NA,NA,NA,NA,NA,NA
"832",2806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cycas revoluta","Japanese sago palm","Cycadaceae","Japan","SE","SEAS (1)                                                 ","1984-0033",NA,NA,NA,NA,NA,NA,NA
"833",2871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cypripedium japonicum","lady's-slipper orchid","Orchidaceae","China & Japan","HD","127A (1), 127B (2)","1999-0002",NA,NA,NA,NA,NA,NA,NA
"834",2950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daphne oleoides","dwarf daphne","Thymelaeaceae","SE Spain to Himalayas","SE","51C (1)                                                 ","2015-0080",NA,NA,NA,NA,NA,NA,NA
"835",2965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Datisca cannabina","false hemp","Datiscaceae","Greece (Crete) to W Asia","HD","123 (12), 32B (1)","2016-0108",NA,NA,NA,NA,NA,NA,NA
"836",2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decumaria barbara","wood vamp","Hydrangeaceae","SE USA","SD","33A (1)                                                 ","2013-0308",NA,NA,NA,NA,NA,NA,NA
"837",2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decumaria barbara","wood vamp","Hydrangeaceae","SE USA","SD","NURS (2)                                                 ","2016-0214",NA,NA,NA,NA,NA,NA,NA
"838",3012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dennstaedtia punctilobula","eastern hay-scented fern","Dennstaedtiaceae","E North America","HD","NURS (10)                                                 ","2008-0494",NA,NA,NA,NA,NA,NA,NA
"839",3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","58 (3)                                                 ","2004-0017",NA,NA,NA,NA,NA,NA,NA
"840",3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","58A (2)                                                 ","1997-0691",NA,NA,NA,NA,NA,NA,NA
"841",3121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","NURS (2)                                                 ","2017-0280",NA,NA,NA,NA,NA,NA,NA
"842",3122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","NURS (4)                                                 ","2017-0297",NA,NA,NA,NA,NA,NA,NA
"843",3123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","130A (3)                                                 ","1994-0001",NA,NA,NA,NA,NA,NA,NA
"844",3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","130D (5)                                                 ","2016-0149",NA,NA,NA,NA,NA,NA,NA
"845",3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicksonia antarctica","Tasmanian tree fern","Dicksoniaceae","E Austrl (inc Tasmania)","HE","130B (3)                                                 ","2014-0151",NA,NA,NA,NA,NA,NA,NA
"846",3163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dionaea muscipula","Venus flytrap","Droseraceae","North & South Carolina","HD","SEAS (5)                                                 ","2005-0083",NA,NA,NA,NA,NA,NA,NA
"847",3259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris carthusiana","narrow buckler fern","Dryopteridaceae","Can, USA, Eur & Eurasia","HD","128 (5), 130B (1)","1993-0145",NA,NA,NA,NA,NA,NA,NA
"848",3271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris dilatata","spiny wood fern","Dryopteridaceae","Ala to Maritimes; Europe","HD","48S (1)                                                 ","2003-0196",NA,NA,NA,NA,NA,NA,NA
"849",3272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris dilatata","spiny wood fern","Dryopteridaceae","Ala to Maritimes; Europe","HD","96A (1)                                                 ","1995-0411",NA,NA,NA,NA,NA,NA,NA
"850",3304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris goldiana","Goldie's wood fern","Dryopteridaceae","E North America","HD","NURS (25), 16 (3)","2017-0289",NA,NA,NA,NA,NA,NA,NA
"851",3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris goldiana","Goldie's wood fern","Dryopteridaceae","E North America","HD","130B (10)                                                 ","2016-0152",NA,NA,NA,NA,NA,NA,NA
"852",3306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dryopteris goldiana","Goldie's wood fern","Dryopteridaceae","E North America","HD","NURS (20)                                                 ","2017-0057",NA,NA,NA,NA,NA,NA,NA
"853",3405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eichhornia azurea","water hyacinth","Pontederiaceae","Central America to N Argentina","W","SEAS (1)                                                 ","2005-0050",NA,NA,NA,NA,NA,NA,NA
"854",3442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ensete ventricosum","Abyssinian banana","Musaceae","Ethiopia","HE","SEAS (1)                                                 ","1990-0180",NA,NA,NA,NA,NA,NA,NA
"855",3443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ensete ventricosum","Abyssinian banana","Musaceae","Ethiopia","HE","SEAS (1)                                                 ","2001-0104",NA,NA,NA,NA,NA,NA,NA
"856",3599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erica cinerea","bell heather","Ericaceae","Norway to Brit,Sp &Italy","SE","65 (25)                                                 ","1974-1093",NA,NA,NA,NA,NA,NA,NA
"857",3847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucommia ulmoides","gutta-percha tree","Eucommiaceae","C China","TD","74 (1)                                                 ","1992-0024",NA,NA,NA,NA,NA,NA,NA
"858",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucryphia lucida","leatherwood, pinkwood","Cunoniaceae","Australia (Tasmania)","TE","46D (1)                                                 ","1977-0442",NA,NA,NA,NA,NA,NA,NA
"859",3947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Euptelea polyandra","Japanese euptelea","Eupteleaceae","C Japan","TD","85A (1)                                                 ","1997-0444",NA,NA,NA,NA,NA,NA,NA
"860",4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaura lindheimeri","white gaura","Onagraceae","La & Tex, s to Mexico","HD","39 (7)                                                 ","1994-0589",NA,NA,NA,NA,NA,NA,NA
"861",4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaura lindheimeri","white gaura","Onagraceae","La & Tex, s to Mexico","HD","55 (16)                                                 ","1995-0618",NA,NA,NA,NA,NA,NA,NA
"862",4411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna","spring gentian","Gentianaceae","Britain, Ireland & Europe","HE","TR04 (1)                                                 ","2007-0211",NA,NA,NA,NA,NA,NA,NA
"863",4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna","spring gentian","Gentianaceae","Britain, Ireland & Europe","HE","TR04 (1)                                                 ","2007-0114",NA,NA,NA,NA,NA,NA,NA
"864",4413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna","spring gentian","Gentianaceae","Britain, Ireland & Europe","HE","TR04 (1)                                                 ","2006-0063",NA,NA,NA,NA,NA,NA,NA
"865",4414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentiana verna","spring gentian","Gentianaceae","Britain, Ireland & Europe","HE","NURS (2)                                                 ","2010-0226",NA,NA,NA,NA,NA,NA,NA
"866",4477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geranium tuberosum","tuberous cranesbill","Geraniaceae","Mediterranean to W Iran","HD","32 (1)                                                 ","1981-0694",NA,NA,NA,NA,NA,NA,NA
"867",4554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grevillea robusta","silk oak","Proteaceae","Australia (Qld & NSW)","TE","58 (1)                                                 ","2003-0178",NA,NA,NA,NA,NA,NA,NA
"868",4562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunnera magellanica","creeping gunnera, pangue enano","Gunneraceae","S South America & Falk","HD","57 (6), 59 (6), 46F (3), 67 (24)","1997-0401",NA,NA,NA,NA,NA,NA,NA
"869",4563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunnera magellanica","creeping gunnera, pangue enano","Gunneraceae","S South America & Falk","HD","59 (9)                                                 ","2013-0282",NA,NA,NA,NA,NA,NA,NA
"870",5929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lapageria rosea","Chilean bellflower, copihue","Philesiaceae","Chile","VE","NURS (12)                                                 ","2008-0365",NA,NA,NA,NA,NA,NA,NA
"871",6372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnanthes douglasii","meadow foam","Limnanthaceae","California & S Oregon","HD","22A (1)                                                 ","1974-1021",NA,NA,NA,NA,NA,NA,NA
"872",6373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnanthes douglasii","meadow foam","Limnanthaceae","California & S Oregon","HD","22A (5)                                                 ","1984-0382",NA,NA,NA,NA,NA,NA,NA
"873",6374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limnanthes douglasii","meadow foam","Limnanthaceae","California & S Oregon","HD","24E (1), 22A (1), 88 (6)","1985-0005",NA,NA,NA,NA,NA,NA,NA
"874",6805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melianthus major","honey bush","Melianthaceae","S Africa, nat in India","HE","SEAS (8)                                                 ","1995-0136",NA,NA,NA,NA,NA,NA,NA
"875",6872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mimulus moschatus","muskflower","Phrymaceae","BC to Nfld, s to W Va & Calif","HD","24E (10)                                                 ","2000-0238",NA,NA,NA,NA,NA,NA,NA
"876",6903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Molinia caerulea","purple moor grass","Poaceae","Eurasia","HD","24B (8)                                                 ","1994-0626",NA,NA,NA,NA,NA,NA,NA
"877",6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Molinia caerulea","purple moor grass","Poaceae","Eurasia","HD","126A (29)                                                 ","1997-0251",NA,NA,NA,NA,NA,NA,NA
"878",6936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morus australis","aino mulberry","Moraceae","China, Japan & Korea","TD","128 (1)                                                 ","1990-0600",NA,NA,NA,NA,NA,NA,NA
"879",7159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neillia sinensis"," ","Rosaceae","C China","SD","136 (1)                                                 ","1984-0057",NA,NA,NA,NA,NA,NA,NA
"880",7197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nymphaea alba","European white waterlily","Nymphaeaceae","N Africa & Eurasia","HD","LK04 (1)                                                 ","1991-0106",NA,NA,NA,NA,NA,NA,NA
"881",7455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxalis triangularis","sorrel, shamrock","Oxalidaceae","Brazil & Peru to Arg","HD","46B (12)                                                 ","1995-0262",NA,NA,NA,NA,NA,NA,NA
"882",7467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pachysandra procumbens","Allegheny spurge","Buxaceae","SE USA","HD","16 (7)                                                 ","2016-0129",NA,NA,NA,NA,NA,NA,NA
"883",7470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pachystachys lutea","lollipop plant","Acanthaceae","Peru","SE","SEAS (3)                                                 ","2008-0300",NA,NA,NA,NA,NA,NA,NA
"884",7615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulownia tomentosa","princess tree","Paulowniaceae","China","TD","136 (1)                                                 ","2000-0204",NA,NA,NA,NA,NA,NA,NA
"885",7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulownia tomentosa","princess tree","Paulowniaceae","China","TD","127D (1), 123 (3)","1981-0188",NA,NA,NA,NA,NA,NA,NA
"886",7819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Penstemon whippleanus","Whipple's penstemon","Plantaginaceae","Mont to Ariz & NMex","HD","24E (1), 52 (13)","1997-0588",NA,NA,NA,NA,NA,NA,NA
"887",7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Persicaria campanulata","lesser knotweed","Polygonaceae","Himalayas","HE","47 (3), 121D (53), 121C (40)","1977-0733",NA,NA,NA,NA,NA,NA,NA
"888",7864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phellodendron amurense","Amur cork tree","Rutaceae","N China, Japan & Siberia","TD","127D (1)                                                 ","1973-0121",NA,NA,NA,NA,NA,NA,NA
"889",8040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phytolacca americana","poke, pigeonberry","Phytolaccaceae","S Ont & Que to Tex&Fla","HD","NURS (2)                                                 ","2003-0019",NA,NA,NA,NA,NA,NA,NA
"890",8044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picea abies","Norway spruce","Pinaceae","N&C Europe","TC","63 (1)                                                 ","1977-0718",NA,NA,NA,NA,NA,NA,NA
"891",8219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinus palustris","longleaf pine","Pinaceae","E USA (SE Virginia to Texas)","TC","NURS (2)                                                 ","2011-0066",NA,NA,NA,NA,NA,NA,NA
"892",8283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Platanus orientalis","Oriental plane","Platanaceae","SE Europe to Asia Minor","TD","32T (1)                                                 ","1991-0434",NA,NA,NA,NA,NA,NA,NA
"893",8355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polemonium pulcherrimum","showy Jacob's-ladder","Polemoniaceae","Ala to Calif, Nev & Wyo","HD","24A (1)                                                 ","1999-0123",NA,NA,NA,NA,NA,NA,NA
"894",8356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polemonium pulcherrimum","showy Jacob's-ladder","Polemoniaceae","Ala to Calif, Nev & Wyo","HD","24E (5)                                                 ","2002-0045",NA,NA,NA,NA,NA,NA,NA
"895",8359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polygala chamaebuxus","shrubby milkwort","Polygalaceae","C Europe to Italy","SE","NURS (1)                                                 ","2010-0235",NA,NA,NA,NA,NA,NA,NA
"896",8360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polygala chamaebuxus","shrubby milkwort","Polygalaceae","C Europe to Italy","SE","32 (4)                                                 ","1973-0660",NA,NA,NA,NA,NA,NA,NA
"897",8382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polypodium vulgare","wall fern","Polypodiaceae","N Hemisphere","HE","NURS (1), 32 (10)","2017-0288",NA,NA,NA,NA,NA,NA,NA
"898",8383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polypodium vulgare","wall fern","Polypodiaceae","N Hemisphere","HE","135C (3)                                                 ","1995-0659",NA,NA,NA,NA,NA,NA,NA
"899",8385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Eastern North America","HE","10 (30)                                                 ","2015-0153",NA,NA,NA,NA,NA,NA,NA
"900",8386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Eastern North America","HE","90A (3), 48S (13)","2002-0343",NA,NA,NA,NA,NA,NA,NA
"901",8387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Eastern North America","HE","90A (1), 46C (1)","1997-0659",NA,NA,NA,NA,NA,NA,NA
"902",8388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Eastern North America","HE","117 (1)                                                 ","1990-0461",NA,NA,NA,NA,NA,NA,NA
"903",8389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Eastern North America","HE","46B (4)                                                 ","2004-0168",NA,NA,NA,NA,NA,NA,NA
"904",8390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polystichum acrostichoides","Christmas fern","Dryopteridaceae","Eastern North America","HE","66A (5), 49C (8)","2009-0102",NA,NA,NA,NA,NA,NA,NA
"905",8865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quercus montana","basket oak, chestnut oak","Fagaceae","Del to Fla & Texas","TD","46B (1), 45A (1)","1973-0118",NA,NA,NA,NA,NA,NA,NA
"906",8940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhodocoma capensis","Cape restio","Restionaceae","South Africa (W & E Cape)","HE","NURS (3)                                                 ","2009-0391",NA,NA,NA,NA,NA,NA,NA
"907",9260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron campylocarpum"," ","Ericaceae","Himalayas","SE","123 (1)                                                 ","1980-0192",NA,NA,NA,NA,NA,NA,NA
"908",9261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron campylocarpum"," ","Ericaceae","Himalayas","SE","139 (1)                                                 ","1974-0514",NA,NA,NA,NA,NA,NA,NA
"909",9262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron campylocarpum"," ","Ericaceae","Himalayas","SE","124 (1)                                                 ","1982-0467",NA,NA,NA,NA,NA,NA,NA
"910",9263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron campylocarpum"," ","Ericaceae","Himalayas","SE","123 (3)                                                 ","1982-0008",NA,NA,NA,NA,NA,NA,NA
"911",9264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron campylocarpum"," ","Ericaceae","Himalayas","SE","85A (1)                                                 ","1981-0430",NA,NA,NA,NA,NA,NA,NA
"912",9265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron campylocarpum"," ","Ericaceae","Himalayas","SE","121 (1)                                                 ","1983-0167",NA,NA,NA,NA,NA,NA,NA
"913",9820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron ovatum"," ","Ericaceae","C&S China; Myanmar","SE","120 (1)                                                 ","1991-0236",NA,NA,NA,NA,NA,NA,NA
"914",9821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron ovatum"," ","Ericaceae","C&S China; Myanmar","SE","136 (1)                                                 ","1982-0450",NA,NA,NA,NA,NA,NA,NA
"915",10074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhododendron trichocladum"," ","Ericaceae","Myanmar, Tibet & Yunnan","SE","122 (1)                                                 ","1982-0057",NA,NA,NA,NA,NA,NA,NA
